,funding_total_usd,status,state_code,region,funding_rounds,first_funding_at,last_funding_at,label,avg_time_between_rounds,avg_raised_amount_usd,industry,num_of_investors
285,85946511.0,operating,CA,San Diego,5,2006-07-31,2015-07-15,1,817.0,17189302.2,Biotechnology,12.0
288,4313980.0,operating,IL,"Springfield, Illinois",4,2012-01-31,2014-12-05,1,346.0,1078495.0,Clean_Technology,1.0
292,30000000.0,operating,NY,New York City,3,2007-08-01,2011-06-29,1,714.0,10000000.0,Video,7.0
294,1372725.0,operating,WA,Seattle,3,2013-06-19,2014-07-23,1,199.0,457575.0,Social_Media,3.0
297,3000000.0,operating,CA,San Diego,3,2013-07-01,2015-06-29,1,364.0,1500000.0,0_other_cat,1.0
301,825000.0,operating,CA,San Diego,5,2010-01-01,2014-07-22,1,415.0,206250.0,Mobile,1.0
302,52280000.0,operating,MN,Minneapolis,4,2006-07-25,2010-06-07,1,471.0,13070000.0,Biotechnology,10.0
304,175000.0,operating,CA,SF Bay Area,3,2011-07-01,2015-03-06,1,672.0,58333.333333333336,Curated_Web,6.0
305,13500000.0,operating,VA,"Washington, D.C.",3,2011-07-01,2014-09-30,1,593.0,4500000.0,SaaS,7.0
306,89877849.0,operating,CA,SF Bay Area,4,2007-05-30,2015-05-19,1,970.0,22469462.25,Biotechnology,16.0
308,21800000.0,operating,CA,SF Bay Area,3,2010-01-11,2015-01-13,1,914.0,7266666.666666667,Biotechnology,4.0
309,37000000.0,operating,CA,SF Bay Area,5,2009-10-01,2015-01-08,1,481.0,12333333.333333334,Curated_Web,17.0
310,7200000.0,operating,CA,SF Bay Area,3,2012-05-08,2014-09-23,1,434.0,3600000.0,Software,7.0
311,55509987.0,operating,KY,Louisville,4,2010-05-21,2014-12-02,1,552.0,13877496.75,Biotechnology,2.0
312,15196305.0,operating,CA,SF Bay Area,5,2011-07-26,2015-08-03,1,367.0,3039261.0,Hardware_+_Software,4.0
313,2763899.0,operating,IN,Indianapolis,3,2010-10-01,2015-06-24,1,863.0,1381949.5,Biotechnology,1.0
314,8600000.0,operating,CA,SF Bay Area,4,2012-05-25,2015-08-19,1,393.0,2866666.6666666665,Mobile,14.0
315,8550000.0,operating,CA,SF Bay Area,3,2011-12-23,2015-08-18,1,667.0,2850000.0,Software,9.0
319,14155000.0,operating,CA,Los Angeles,3,2011-03-03,2014-08-14,1,630.0,4718333.333333333,Health_Care,1.0
321,31000000.0,operating,NY,New York City,3,2011-12-01,2014-11-25,1,545.0,10333333.333333334,Health_Care,7.0
322,800000.0,operating,CA,SF Bay Area,4,2013-09-15,2015-01-01,1,157.0,400000.0,SaaS,3.0
323,1195000.0,operating,CA,SF Bay Area,3,2012-04-22,2013-05-21,1,197.0,398333.3333333333,Mobile,9.0
324,3000000.0,operating,CA,SF Bay Area,3,2010-02-03,2013-08-15,1,644.0,1500000.0,Advertising,2.0
326,1815000.0,operating,IL,Chicago,3,2009-12-01,2012-12-01,1,548.0,907500.0,Advertising,18.0
327,1299787.0,operating,WA,Seattle,3,2009-11-20,2015-03-30,1,978.0,433262.3333333333,Apps,2.0
328,2525563.0,operating,CA,SF Bay Area,5,2010-04-07,2013-11-07,1,327.0,505112.6,Mobile,1.0
329,380000.0,operating,TX,San Antonio,3,2014-07-01,2015-10-01,1,228.0,126666.66666666667,SaaS,1.0
330,22500000.0,operating,NY,New York City,4,2011-11-23,2014-10-02,1,348.0,5625000.0,Apps,14.0
331,22623720.0,operating,TX,Austin,5,2010-12-30,2015-07-29,1,418.0,4524744.0,Mobile,5.0
332,11600000.0,operating,IA,Des Moines,4,2009-11-01,2014-03-04,1,528.0,2900000.0,Enterprise_Software,9.0
333,14000000.0,operating,NY,New York City,3,2011-10-31,2015-11-11,1,736.0,4666666.666666667,Enterprise_Software,8.0
334,39400000.0,operating,MA,Boston,6,2009-07-31,2015-09-09,1,446.0,6566666.666666667,Mobile,18.0
335,20025000.0,operating,NY,New York City,6,2009-06-12,2015-02-10,1,413.0,3337500.0,SaaS,8.0
338,47697751.0,operating,MO,St. Louis,7,2005-10-23,2015-02-20,1,567.0,6813964.428571428,Analytics,3.0
341,80800000.0,operating,MA,Boston,6,2006-01-01,2014-01-14,1,587.0,13466666.666666666,Software,17.0
342,37770000.0,operating,CA,SF Bay Area,3,2014-07-01,2015-04-09,1,141.0,12590000.0,0_other_cat,9.0
345,72999993.0,operating,CA,San Diego,3,2012-02-06,2013-08-20,1,280.0,24333331.0,Biotechnology,3.0
347,55799998.0,operating,MA,Boston,5,2007-07-16,2013-11-12,1,577.0,11159999.6,Software,16.0
348,11700000.0,operating,CA,SF Bay Area,3,2009-01-28,2012-09-17,1,664.0,3900000.0,SaaS,3.0
350,8700000.0,operating,CA,SF Bay Area,3,2011-01-01,2014-01-01,1,548.0,4350000.0,Mobile,12.0
351,56000000.0,operating,NY,"Albany, New York",4,2009-11-09,2015-07-21,1,693.0,14000000.0,SaaS,11.0
352,31500000.0,operating,CA,SF Bay Area,4,2006-01-24,2010-03-10,1,502.0,7875000.0,Mobile,11.0
355,4566668.0,operating,AZ,Phoenix,4,2013-01-25,2015-05-21,1,282.0,1141667.0,Enterprise_Software,1.0
356,2015000.0,operating,WA,Seattle,3,2012-04-29,2015-10-16,1,632.0,1007500.0,0_other_cat,2.0
357,10671168.0,operating,VA,"Washington, D.C.",5,2008-04-01,2014-01-06,1,526.0,2667792.0,Mobile,5.0
358,6515000.0,operating,WA,Seattle,4,2012-07-05,2014-09-24,1,270.0,2171666.6666666665,Mobile,16.0
360,2261000.0,operating,WA,Seattle,3,2013-04-16,2015-06-23,1,399.0,1130500.0,Analytics,4.0
361,2725000.0,operating,NY,New York City,5,2012-01-09,2014-02-06,1,189.0,908333.3333333334,Curated_Web,8.0
362,93423231.0,operating,PA,Philadelphia,8,2007-05-18,2015-08-31,1,432.0,11677903.875,Biotechnology,2.0
364,43901134.0,operating,MA,Boston,7,2005-03-07,2015-03-25,1,611.0,6271590.571428572,Software,7.0
365,33000000.0,operating,DC,"Washington, D.C.",3,2006-01-01,2008-09-04,1,488.0,11000000.0,Hardware_+_Software,10.0
366,22800000.0,operating,CA,SF Bay Area,4,2010-11-01,2015-11-19,1,614.0,5700000.0,Apps,14.0
367,1117139.0,operating,MO,St. Louis,4,2012-01-01,2015-06-12,1,419.0,372379.6666666667,Biotechnology,3.0
368,10375000.0,operating,CO,Denver,3,2014-07-29,2015-08-12,1,189.0,3458333.3333333335,Cloud_Computing,2.0
369,28612936.0,operating,VA,"Washington, D.C.",3,2014-04-02,2015-11-18,1,297.0,14306468.0,Software,7.0
372,3907466.0,operating,WI,Madison,4,2011-12-30,2015-03-05,1,387.0,976866.5,Clean_Technology,4.0
373,7472500.0,operating,DC,"Washington, D.C.",6,2012-10-13,2015-09-02,1,210.0,1868125.0,SaaS,5.0
375,39868500.0,operating,CA,SF Bay Area,4,2007-08-01,2012-08-14,1,613.0,9967125.0,Enterprise_Software,7.0
376,9737605.0,operating,MI,Detroit,3,2013-07-16,2015-05-21,1,337.0,3245868.3333333335,SaaS,6.0
377,540000.0,operating,NC,Raleigh,4,2012-08-27,2013-11-30,1,153.0,180000.0,Analytics,1.0
378,390000.0,operating,CT,Hartford,3,2011-01-01,2011-06-01,1,75.0,130000.0,0_other_cat,2.0
381,3508711.0,operating,NY,New York City,3,2014-01-21,2014-09-26,1,124.0,1754355.5,Social_Media,4.0
382,1155981.0,operating,NC,Raleigh,4,2012-03-01,2015-08-27,1,424.0,288995.25,Enterprise_Software,3.0
383,17000000.0,operating,MD,Baltimore,5,2007-12-13,2012-10-02,1,438.0,3400000.0,Biotechnology,2.0
384,162000.0,operating,CA,SF Bay Area,3,2015-01-20,2015-02-28,1,19.0,54000.0,Biotechnology,2.0
385,6809333.0,operating,MI,Detroit,4,2012-05-30,2015-06-18,1,371.0,2269777.6666666665,Internet,11.0
386,47952301.0,operating,CA,SF Bay Area,7,2002-01-23,2014-08-14,1,764.0,6850328.714285715,SaaS,3.0
387,80050000.0,operating,IL,Chicago,4,2014-04-01,2015-05-19,1,137.0,20012500.0,Finance,2.0
390,20995129.0,operating,CA,SF Bay Area,7,2010-06-08,2014-10-23,1,266.0,2999304.1428571427,Software,9.0
392,82300500.0,operating,CA,SF Bay Area,4,2007-11-07,2013-11-19,1,734.0,20575125.0,SaaS,13.0
394,30350000.0,operating,CA,SF Bay Area,3,2004-02-02,2006-07-01,1,440.0,10116666.666666666,Hardware_+_Software,13.0
397,60100000.0,operating,TX,Dallas,6,2011-03-11,2014-04-16,1,226.0,10016666.666666666,Security,6.0
398,5587582.0,operating,MI,Kalamazoo,5,2008-08-25,2015-01-20,1,584.0,1396895.5,Biotechnology,2.0
399,90000.0,operating,CA,SF Bay Area,4,2013-08-18,2014-06-04,1,96.0,22500.0,Mobile,6.0
400,13425000.0,operating,WA,Seattle,5,2008-08-01,2014-09-25,1,561.0,3356250.0,Enterprise_Software,5.0
401,45550000.0,operating,CA,SF Bay Area,4,2001-02-19,2007-03-09,1,736.0,15183333.333333334,Software,5.0
402,29638309.0,operating,CA,SF Bay Area,5,2009-12-01,2015-09-22,1,530.0,5927661.8,Software,10.0
405,58900000.0,operating,IL,Chicago,7,2000-03-31,2012-06-25,1,744.0,9816666.666666666,Enterprise_Software,10.0
407,28000000.0,operating,MA,Boston,5,2010-01-14,2011-10-26,1,162.0,5600000.0,Biotechnology,9.0
408,63388808.0,operating,MA,Boston,10,2007-09-28,2015-06-01,1,311.0,6338880.8,Biotechnology,6.0
410,56240000.0,operating,CA,SF Bay Area,4,2004-04-21,2013-01-11,1,1062.0,18746666.666666668,0_other_cat,8.0
411,13276082.0,operating,MA,Boston,3,2013-09-26,2015-09-22,1,363.0,4425360.666666667,Biotechnology,2.0
412,1995000.0,operating,UT,Salt Lake City,3,2013-09-26,2014-01-08,1,52.0,997500.0,Health_Care,4.0
413,10250000.0,operating,OH,Cleveland,3,2007-10-26,2011-03-23,1,622.0,3416666.6666666665,Hardware_+_Software,1.0
414,28100000.0,operating,CA,SF Bay Area,3,2007-06-19,2009-12-18,1,456.0,9366666.666666666,Hardware_+_Software,10.0
415,85381111.0,operating,MA,Boston,5,2006-09-06,2010-07-20,1,353.0,17076222.2,Biotechnology,11.0
419,87800180.0,operating,PA,Philadelphia,4,2003-01-01,2010-02-06,1,864.0,21950045.0,Biotechnology,9.0
420,34860000.0,operating,CA,SF Bay Area,3,2005-12-21,2009-12-15,1,727.0,11620000.0,Hardware_+_Software,7.0
424,16925741.0,operating,TN,TN - Other,3,2007-05-10,2011-05-18,1,734.0,5641913.666666667,Biotechnology,3.0
426,19932595.0,operating,NM,Albuquerque,3,2012-10-11,2015-04-19,1,460.0,6644198.333333333,0_other_cat,7.0
427,21500004.0,operating,TN,Nashville,4,2013-07-24,2015-06-01,1,225.0,7166668.0,Health_and_Wellness,7.0
428,1535000.0,operating,CA,SF Bay Area,4,2013-03-01,2015-03-13,1,247.0,767500.0,0_other_cat,15.0
429,50800000.0,operating,CA,SF Bay Area,3,2009-11-02,2011-09-01,1,334.0,16933333.333333332,Software,15.0
430,13750000.0,operating,NY,New York City,4,2010-04-29,2015-04-17,1,604.0,3437500.0,Curated_Web,13.0
432,8000000.0,operating,CA,San Diego,4,2003-09-23,2008-06-05,1,572.0,4000000.0,Biotechnology,7.0
433,3698550.0,operating,NY,New York City,5,2013-03-14,2015-04-07,1,188.0,924637.5,Mobile,4.0
434,53209289.0,operating,CA,San Diego,6,2001-02-26,2013-08-02,1,908.0,8868214.833333334,Enterprise_Software,13.0
435,80000000.0,operating,TX,Austin,4,2006-06-01,2013-03-20,1,828.0,20000000.0,Biotechnology,5.0
437,10631795.0,operating,CA,SF Bay Area,4,2013-12-29,2015-08-03,1,194.0,3543931.6666666665,Mobile,11.0
438,1681068.0,operating,OR,"Portland, Oregon",4,2011-11-17,2013-10-29,1,237.0,420267.0,Software,3.0
439,25000.0,operating,PA,Pittsburgh,3,2013-06-01,2015-02-03,1,306.0,25000.0,Software,3.0
440,50700000.0,operating,CA,SF Bay Area,3,2013-11-26,2015-11-18,1,361.0,16900000.0,Technology,13.0
441,28787632.0,operating,WA,Seattle,3,2010-02-19,2015-09-22,1,1020.0,9595877.333333334,Software,1.0
442,26733013.0,operating,MN,Minneapolis,4,2012-07-26,2015-09-17,1,382.0,6683253.25,Biotechnology,4.0
443,2449019.0,operating,TX,Austin,4,2013-08-05,2015-05-20,1,217.0,612254.75,Hardware_+_Software,3.0
446,6570000.0,operating,CA,SF Bay Area,4,2013-01-01,2015-06-03,1,294.0,1642500.0,0_other_cat,10.0
447,1065000.0,operating,CA,SF Bay Area,3,2013-01-05,2015-04-24,1,419.0,355000.0,Cloud_Computing,16.0
448,62860000.0,operating,CA,SF Bay Area,4,2011-10-18,2015-11-04,1,492.0,15715000.0,Biotechnology,5.0
449,5821431.0,operating,PA,Pittsburgh,7,2008-11-05,2015-07-06,1,405.0,1164286.2,E-Commerce,4.0
450,5600000.0,operating,MA,Boston,4,2013-06-25,2015-02-04,1,196.0,1866666.6666666667,Software,4.0
451,71100000.0,operating,MA,Boston,4,2007-09-01,2012-10-11,1,622.0,17775000.0,Enterprise_Software,4.0
453,55894778.0,operating,DC,"Washington, D.C.",3,2011-09-02,2014-01-29,1,440.0,18631592.666666668,Health_Care,1.0
454,2783000.0,operating,TN,Chattanooga,4,2010-10-13,2015-03-12,1,537.0,695750.0,SaaS,5.0
455,56546875.0,operating,WA,Seattle,4,2005-12-17,2013-04-10,1,890.0,14136718.75,Advertising,8.0
456,3482300.0,operating,WA,Seattle,4,2008-01-01,2013-05-02,1,649.0,870575.0,Technology,2.0
457,2800000.0,operating,NY,New York City,3,2014-05-13,2014-09-18,1,64.0,2800000.0,Software,13.0
458,20900000.0,operating,MA,Boston,4,2009-07-23,2014-07-23,1,608.0,5225000.0,Health_Care,10.0
459,1500000.0,operating,CA,SF Bay Area,3,2013-02-19,2015-03-24,1,381.0,750000.0,Advertising,4.0
462,33961728.0,operating,MA,Boston,6,2010-09-01,2015-03-05,1,329.0,5660288.0,Biotechnology,5.0
464,10349192.0,operating,TN,Nashville,5,2012-06-01,2015-03-13,1,253.0,2069838.4,Curated_Web,6.0
465,40753400.0,operating,IL,Chicago,6,2009-12-01,2015-10-23,1,430.0,8150680.0,Biotechnology,6.0
466,25000.0,operating,PA,PA - Other,3,2012-10-25,2015-05-07,1,462.0,25000.0,0_other_cat,3.0
467,101718192.0,operating,CA,SF Bay Area,7,2007-01-24,2013-04-01,1,376.0,14531170.285714285,Clean_Technology,11.0
469,18722511.0,operating,TX,Dallas,4,2009-08-07,2012-08-30,1,373.0,4680627.75,Security,1.0
470,640000.0,operating,CA,Los Angeles,3,2012-10-01,2014-01-01,1,228.0,213333.33333333334,Education,3.0
472,573000.0,operating,MI,Detroit,6,2012-04-01,2013-11-01,1,115.0,95500.0,0_other_cat,2.0
473,23499999.0,operating,CA,SF Bay Area,5,2011-12-01,2015-07-30,1,222.0,4814285.571428572,SaaS,14.0
475,78349551.0,operating,CA,SF Bay Area,5,2012-02-02,2015-03-18,1,285.0,15669910.2,Health_Care,11.0
476,109772047.0,operating,CA,SF Bay Area,7,2007-01-01,2015-12-02,1,542.0,15681721.0,0_other_cat,16.0
478,49761910.0,operating,CA,SF Bay Area,10,2006-11-01,2014-01-15,1,292.0,4976191.0,Health_Care,4.0
479,36730397.0,operating,CA,SF Bay Area,4,2013-11-08,2015-08-21,1,217.0,9182599.25,Mobile,13.0
481,21850000.0,operating,CA,San Diego,3,2012-12-06,2014-09-10,1,321.0,7283333.333333333,Biotechnology,7.0
482,20000000.0,operating,WA,Seattle,3,2007-06-15,2011-07-20,1,748.0,6666666.666666667,E-Commerce,2.0
483,36349780.0,operating,CO,Denver,9,2008-11-21,2015-02-09,1,283.0,4038864.4444444445,Software,14.0
484,72000000.0,operating,PA,Pittsburgh,4,2009-09-14,2014-07-10,1,586.0,18000000.0,Web_Hosting,14.0
485,890000.0,operating,MD,Baltimore,3,2014-01-17,2015-06-30,1,264.0,296666.6666666667,0_other_cat,6.0
487,33500000.0,operating,UT,Salt Lake City,4,2013-03-05,2015-08-18,1,298.0,11166666.666666666,Health_Care,2.0
491,60000000.0,operating,CA,San Diego,4,2010-02-17,2012-06-04,1,279.0,15000000.0,Software,15.0
492,1600000.0,operating,CA,Ontario - Inland Empire,5,2008-07-01,2011-10-12,1,299.0,800000.0,0_other_cat,13.0
493,14450000.0,operating,CO,Denver,3,2010-03-16,2014-09-08,1,818.0,4816666.666666667,Software,3.0
494,3694598.0,operating,MI,Kalamazoo,3,2009-09-04,2013-11-01,1,759.0,1847299.0,Health_Care,1.0
496,9800012.0,operating,TN,Nashville,3,2013-09-19,2015-07-14,1,331.0,3266670.6666666665,Health_and_Wellness,8.0
497,19500000.0,operating,NY,New York City,3,2010-11-05,2014-08-12,1,688.0,6500000.0,SaaS,10.0
498,12500000.0,operating,CA,San Diego,4,2009-01-22,2015-09-30,1,814.0,3125000.0,Biotechnology,2.0
499,43873143.0,operating,OH,Cleveland,8,2003-02-10,2014-04-29,1,585.0,5484142.875,Health_Care,16.0
505,44741834.0,operating,NJ,Newark,4,2011-01-10,2015-07-07,1,546.0,11185458.5,Software,5.0
506,106348982.0,operating,CA,SF Bay Area,7,2010-09-01,2015-03-25,1,277.0,17724830.333333332,Analytics,17.0
507,25400000.0,operating,CA,SF Bay Area,3,2012-01-01,2014-04-30,1,425.0,8466666.666666666,Hardware_+_Software,10.0
509,50700000.0,operating,MA,Boston,5,2005-01-01,2011-06-15,1,589.0,10140000.0,Mobile,5.0
514,30900000.0,operating,MA,Boston,3,2003-11-10,2006-12-12,1,564.0,10300000.0,0_other_cat,6.0
516,5180000.0,operating,WA,Seattle,3,2012-12-16,2014-10-08,1,330.0,2590000.0,SaaS,2.0
518,14500000.0,operating,NY,New York City,3,2010-09-20,2013-04-03,1,463.0,4833333.333333333,Software,7.0
519,4525000.0,operating,IL,Chicago,3,2011-06-01,2012-05-01,1,167.0,1508333.3333333333,E-Commerce,13.0
521,19950000.0,operating,PA,Scranton,3,2007-06-14,2011-08-11,1,759.0,6650000.0,E-Commerce,3.0
524,8650000.0,operating,CA,SF Bay Area,3,2012-10-30,2013-07-11,1,127.0,2883333.3333333335,Software,9.0
525,200000.0,operating,MI,Detroit,4,2012-11-30,2015-04-28,1,293.0,50000.0,0_other_cat,2.0
526,18420305.0,operating,MO,St. Louis,4,2013-05-20,2015-08-07,1,269.0,4605076.25,Biotechnology,3.0
528,39950000.0,operating,CA,SF Bay Area,5,2010-01-01,2012-05-30,1,220.0,9987500.0,Enterprise_Software,17.0
529,13500000.0,operating,NC,Raleigh,3,2014-12-12,2015-07-28,1,114.0,6750000.0,0_other_cat,6.0
530,655000.0,operating,CA,SF Bay Area,3,2014-04-01,2015-04-01,1,182.0,327500.0,Clean_Technology,2.0
532,24500100.0,operating,ID,Boise,7,2006-10-01,2013-09-06,1,422.0,4083350.0,Advertising,11.0
533,88000.0,operating,OH,Cincinnati,3,2013-04-01,2015-07-24,1,422.0,29333.333333333332,SaaS,1.0
535,45791999.0,operating,MD,Baltimore,5,2010-06-17,2015-10-14,1,486.0,9158399.8,Curated_Web,5.0
538,27600000.0,operating,CA,SF Bay Area,4,2010-07-01,2014-03-30,1,456.0,9200000.0,E-Commerce,12.0
539,725000.0,operating,NY,New York City,3,2013-12-10,2014-11-10,1,167.0,362500.0,0_other_cat,1.0
541,105000.0,operating,NY,New York City,3,2013-03-01,2014-08-01,1,259.0,52500.0,Mobile,1.0
545,17400000.0,operating,CO,Denver,4,2006-03-01,2013-02-20,1,849.0,4350000.0,Biotechnology,5.0
547,57544866.0,operating,MA,Boston,7,2009-04-09,2015-01-13,1,350.0,8220695.142857143,Software,6.0
548,16274967.0,operating,GA,Atlanta,3,2014-09-10,2015-08-24,1,174.0,5424989.0,Security,6.0
550,58500000.0,operating,FL,Miami,5,2006-04-01,2015-01-06,1,800.0,11700000.0,Advertising,6.0
551,15600000.0,operating,NY,New York City,3,2010-11-05,2014-07-29,1,681.0,5200000.0,E-Commerce,14.0
553,34400000.0,operating,CA,SF Bay Area,3,2003-11-21,2007-07-31,1,674.0,11466666.666666666,Web_Hosting,16.0
555,74675009.0,operating,CA,Los Angeles,4,2010-06-14,2012-01-01,1,188.0,18668752.25,E-Commerce,19.0
556,10335613.0,operating,MA,Boston,3,2011-08-01,2013-03-07,1,292.0,3445204.3333333335,Health_Care,1.0
557,38360000.0,operating,CA,SF Bay Area,3,2003-06-04,2006-02-07,1,489.0,12786666.666666666,Web_Hosting,7.0
558,2380000.0,operating,TX,Austin,3,2013-01-15,2014-08-15,1,288.0,793333.3333333334,0_other_cat,3.0
560,8500000.0,operating,CA,SF Bay Area,3,2010-11-16,2013-05-30,1,463.0,2833333.3333333335,E-Commerce,11.0
561,23000000.0,operating,CA,SF Bay Area,3,2011-10-01,2015-01-27,1,607.0,7666666.666666667,SaaS,7.0
565,10850000.0,operating,TX,Austin,5,2013-02-08,2015-06-01,1,210.0,2170000.0,Games,4.0
568,70000.0,operating,TX,Austin,3,2013-04-14,2013-11-11,1,105.0,35000.0,E-Commerce,3.0
571,7550000.0,operating,NY,New York City,3,2011-12-20,2012-10-03,1,144.0,2516666.6666666665,Mobile,3.0
572,7800000.0,operating,TN,Chattanooga,4,2012-11-01,2014-11-18,1,249.0,2600000.0,0_other_cat,15.0
573,24975000.0,operating,IL,Chicago,4,2011-08-01,2013-08-28,1,252.0,6243750.0,Mobile,10.0
574,150000.0,operating,CO,Denver,4,2008-08-01,2009-12-01,1,162.0,37500.0,Curated_Web,3.0
575,5900000.0,operating,CA,SF Bay Area,3,2014-02-20,2015-04-16,1,210.0,2950000.0,Biotechnology,6.0
576,35513893.0,operating,CA,San Diego,4,2009-09-15,2013-02-20,1,418.0,8878473.25,Health_Care,3.0
577,9590000.0,operating,NY,New York City,5,2013-06-26,2015-09-29,1,206.0,1918000.0,SaaS,17.0
578,525750.0,operating,MO,St. Louis,6,2014-03-13,2015-03-06,1,71.0,87625.0,Mobile,1.0
579,8380971.0,operating,NC,Raleigh,7,2013-01-04,2015-08-26,1,160.0,1396828.5,Biotechnology,9.0
580,63730248.0,operating,MA,Boston,4,2013-08-19,2015-10-27,1,266.0,15932562.0,Mobile,9.0
581,28272646.0,operating,NJ,Newark,4,2011-03-02,2014-02-05,1,357.0,7068161.5,Biotechnology,2.0
584,3911643.0,operating,NY,New York City,5,2011-09-22,2014-06-03,1,246.0,977910.75,E-Commerce,1.0
585,875000.0,operating,NY,New York City,3,2011-06-06,2013-03-29,1,331.0,437500.0,Curated_Web,10.0
589,23204000.0,operating,CA,SF Bay Area,5,2009-12-15,2015-10-21,1,534.0,4640800.0,E-Commerce,7.0
590,600000.0,operating,TN,Memphis,3,2013-05-13,2015-02-17,1,322.0,200000.0,Health_Care,5.0
592,37000000.0,operating,CA,SF Bay Area,4,2009-01-01,2013-01-17,1,492.0,12333333.333333334,E-Commerce,16.0
593,443000.0,operating,MA,Boston,3,2012-06-01,2013-04-03,1,153.0,147666.66666666666,Health_and_Wellness,2.0
594,2500000.0,operating,NY,New York City,3,2010-09-20,2013-08-21,1,533.0,1250000.0,Curated_Web,4.0
595,5358914.0,operating,MA,Boston,3,2009-03-27,2012-11-19,1,666.0,1786304.6666666667,Curated_Web,7.0
597,15000000.0,operating,CA,SF Bay Area,3,2010-12-02,2014-09-23,1,695.0,15000000.0,SaaS,9.0
599,8000000.0,operating,MA,Boston,3,2014-10-01,2015-12-03,1,214.0,4000000.0,0_other_cat,3.0
600,6090000.0,operating,MA,Boston,3,2014-03-28,2015-06-30,1,229.0,2030000.0,Software,2.0
601,1159500.0,operating,CA,SF Bay Area,5,2010-10-31,2013-09-11,1,261.0,289875.0,Health_and_Wellness,3.0
603,13100000.0,operating,MA,Boston,3,2005-01-05,2008-01-30,1,560.0,4366666.666666667,Enterprise_Software,12.0
604,7000000.0,operating,NY,New York City,3,2012-09-01,2015-01-01,1,426.0,2333333.3333333335,Advertising,8.0
605,44271141.0,operating,TX,San Antonio,7,2010-04-13,2015-07-10,1,319.0,6324448.714285715,Health_Care,5.0
606,3300000.0,operating,CA,Los Angeles,4,2012-07-14,2014-04-30,1,218.0,825000.0,Health_and_Wellness,2.0
608,16700000.0,operating,MA,Boston,4,2005-11-30,2013-09-30,1,953.0,4175000.0,E-Commerce,3.0
609,24600000.0,operating,CA,SF Bay Area,3,2012-10-22,2015-11-02,1,553.0,8200000.0,Analytics,6.0
610,16579175.0,operating,IN,Indianapolis,10,2009-04-02,2014-09-02,1,219.0,1657917.5,SaaS,7.0
611,552500.0,operating,TN,TN - Other,3,2012-06-01,2012-11-01,1,76.0,184166.66666666666,0_other_cat,3.0
613,44300000.0,operating,CA,SF Bay Area,3,2010-07-01,2012-01-01,1,274.0,14766666.666666666,Software,13.0
614,13065000.0,operating,WA,Seattle,7,2009-10-01,2012-04-03,1,152.0,1866428.5714285714,Advertising,4.0
615,12350000.0,operating,CA,SF Bay Area,3,2014-11-18,2015-08-21,1,138.0,4116666.6666666665,0_other_cat,3.0
619,33500000.0,operating,CA,SF Bay Area,5,2008-03-31,2010-09-10,1,223.0,6700000.0,Clean_Technology,5.0
622,33213808.0,operating,MA,Boston,11,2007-02-02,2013-02-28,1,221.0,3019437.090909091,Biotechnology,4.0
623,1550000.0,operating,PA,Philadelphia,3,2014-11-05,2015-09-03,1,151.0,516666.6666666667,0_other_cat,6.0
624,11600000.0,operating,MA,Boston,3,2012-03-01,2014-06-17,1,419.0,3866666.6666666665,0_other_cat,5.0
625,2485000.0,operating,LA,New Orleans,3,2011-08-15,2013-12-30,1,434.0,828333.3333333334,Biotechnology,2.0
627,1010000.0,operating,MD,"Washington, D.C.",5,2013-07-10,2014-10-08,1,113.0,202000.0,Software,2.0
629,13600000.0,operating,OH,Cincinnati,3,2012-03-13,2015-04-30,1,571.0,13600000.0,Biotechnology,9.0
633,2389999.0,operating,NC,Raleigh,4,2009-08-07,2014-08-04,1,607.0,597499.75,Biotechnology,2.0
634,61100000.0,operating,MA,Boston,5,2009-10-21,2014-12-24,1,472.0,12220000.0,Biotechnology,6.0
636,9216231.0,operating,CA,San Diego,3,2011-02-15,2012-12-06,1,330.0,3072077.0,Analytics,1.0
637,1188702.0,operating,NC,Raleigh,3,2014-01-06,2015-09-16,1,309.0,396234.0,Biotechnology,1.0
638,1292799.0,operating,PA,Philadelphia,3,2013-07-15,2014-01-29,1,99.0,646399.5,Biotechnology,1.0
640,81406790.0,operating,OH,Cleveland,4,2012-09-05,2015-08-06,1,355.0,20351697.5,Biotechnology,4.0
641,107182814.0,operating,CA,San Diego,7,2008-03-26,2014-11-20,1,405.0,15311830.57142857,Biotechnology,18.0
643,4650000.0,operating,CO,Denver,3,2009-03-25,2014-08-13,1,983.0,1550000.0,Biotechnology,1.0
644,40664199.0,operating,CT,Hartford,7,2007-06-11,2012-04-06,1,293.0,5809171.285714285,Biotechnology,11.0
646,74639282.0,operating,MA,Boston,6,2007-12-31,2013-07-09,1,403.0,12439880.333333334,Biotechnology,5.0
650,9300000.0,operating,CA,SF Bay Area,4,2011-03-29,2014-01-16,1,341.0,2325000.0,Biotechnology,1.0
651,1272199.0,operating,CA,SF Bay Area,3,2014-02-08,2015-04-02,1,209.0,424066.3333333333,Hardware_+_Software,4.0
653,9019109.0,operating,TX,Dallas,8,2010-10-18,2015-04-28,1,236.0,1127388.625,Video,1.0
654,1235000.0,operating,MA,Boston,3,2012-12-31,2015-04-15,1,417.0,1235000.0,Finance,4.0
655,1971253.0,operating,FL,Gainesville,3,2009-09-14,2011-10-12,1,379.0,657084.3333333334,Hardware_+_Software,1.0
